Unnamed: 0,labels,headline,__index_level_0__
6297,1,bee wishes it could hang around open soda can without everybody freaking out,10557
10892,1,restaurant that never has customers celebrates fifth weird year,6555
11039,0,"poll: 99% of human beings would prefer big, slobbery hound dog pope",159
1869,2,tim kaine found riding conveyor belt during factory campaign stop,8851
4307,0,frustrated jesus christ forced to find 22nd vessel for reincarnation after death of charles manson,9779
1846,0,colombian teen going through anti-government guerilla phase,1589
5447,1,day chalked up as loss by 10:15 a.m.,13416
12558,0,report: vulgaria may possess flying-car technology,12934
12484,0,sony scores big win for playstation 5 after poaching yoshi from nintendo with 10-year $400 million contract,12911
12007,0,weeping willow gets bangs,12729
11127,1,area panties in a bunch,6687
13384,0,radio station playing controversial 'little drummer boy' on repeat in defiance of those who claim it contains sexually predatory themes,13537
5590,0,man failing to heed harsh lessons of past orders sonic bacon cheeseburger toaster,10270
6996,1,café adds heartbreaking little lunch menu,10812
12490,1,ostensibly heterosexual man constantly threatening to put objects up coworkers' asses,7480
11744,1,grizzled proofreader has seen it written both ways,12629
1790,1,fourth-grader with shark tooth necklace must have killed great white,1556
4094,0,juul unveils sleek new e-smoker,2828
2526,2,rudy giuliani backtracks on previous statements referring to 9/11 as tragedy,436
9444,0,matt damon appears fully nude for first time in local man's imagination,5789
7886,0,"female presidential candidate who was united states senator, secretary of state told to be more inspiring",11133
1843,0,logo of smiling cartoon tooth holding brush inspires nothing but confidence in local oral surgeon,1588
12341,2,"'repealing net neutrality will help spur innovation,' announces face of ajit pai blaring from every computer screen in nation",7398
4003,2,jeremy piven outraged microsoft word doesn't recognize his name,2780
10731,1,"breaking: bitcoin value currently plummeting—no, wait—skyrocketing—no, plummeting",12248
2914,1,"film about little guy battling huge, morally bankrupt organization made by huge, morally bankrupt organization",9242
9277,0,police department reduces costs by using same evidence for every investigation,5686
6226,2,"'don't make me regret this,' mueller tells rick gates before uncuffing him to work on investigation together",3965
7553,1,english teacher obviously hung over,4727
2723,0,"gm workers strike for 2,000-peso raise",9165
1171,2,report: more americans setting aside money in case of pr emergency,1238
4345,0,at&t builds windowless black tower,2951
7531,1,inspired man bolts out of bed at 3 a.m. to jot down great new worry,11002
6252,2,ryan chugs down rhino horn and bull semen shake for mid-debate boost,10545
1669,1,all y'all urged to go fuck yo' selves,1497
10711,1,area idea so crazy it just might work,6465
12263,1,housekeeper too busy to be sassy,7355
13098,2,katie couric winces at word 'vagina',7823
12602,1,cashier forced to incorporate humiliating new phrase into every customer interaction,7547
13268,0,business card confirms real-estate salesman is eddie money,7913
9304,2,parasitic space worm controlling mark kelly's body announces arizona senate bid,11678
8358,1,study: major shift in media landscape occurs every 6 seconds,5185
9203,0,fame sexually transmitted,5647
12224,2,michelle obama powers through another day of doing half-assed jumping jacks in middle school gym,12811
8461,1,quiet guy mistaken for nice guy,5242
2814,0,planet explodes,2130
2740,0,monster truck escapes,2092
8768,2,translator asks bannon to repeat that last spectral scream during congressional testimony,5409
1169,1,woman finds it worrying that all of new boyfriend's previous relationships ended in breakups,187
5462,1,area stadium inadequate,10220
13319,2,shirtless mike huckabee spends entire debate seated in rickety rocking chair,7938
5649,1,alcoholic's plan for turning life around doesn't involve getting sober,3655
5194,2,poll: 63% of americans say they have a problem with a mormon president who is also mitt romney,3426
6050,1,some genius juxtaposing religious iconography and bodily waste yet again,10460
1445,1,too late now to switch from checkout line with talkative cashier,1381
6547,2,'minotaurs the new vampires' says publishing executive desperate to find new vampires,10663
1256,2,hmo targets blacks with 'rapping good' health campaign,8605
12392,0,storied fantasy owner relocates to new ip address,7427
8096,2,ron desantis clarifies that 'monkey' comment was intended as subtle enough dog whistle to get away with,5037
7859,2,"'i must make sure you have the skills to please my grandson,' says queen elizabeth disrobing before meghan markle",4897
4747,2,obama now attempting to get each word of jobs bill passed individually,3175
7169,0,usa today crossword puzzle grants false sense of intelligence,10880
815,2,dateline nbc report inspired by actual events,8448
10394,0,corporation wants media company making branded entertainment to just have fun with it,13494
6995,0,90 percent of americans now wearing laminated id badges,10811
3028,1,"sole remaining lung filled with rich, satisfying flavor",2235
13521,0,holocaust historian can't help imagining what random people would look like behind barbed-wire fence,8068
4776,0,millions of american lips called to service in fight against poverty,9959
6727,1,friend's grandma to give you hug too,4236
5226,1,proud business owner tapes first customer to wall,10121
6000,2,gay marriage opponents warn supreme court ruling could put nation on slippery slope to rationality,10440
4275,0,gears of war crimes court finds 2006 locust horde massacre justified,9764
3232,1,obama's fifth gulf coast visit really helps a lot,24
5097,1,over-hydrated terrier proud owner of six city blocks,3363
887,1,swimsuit skirt conceals hideous thigh region,1088
1569,2,angolan war criminal called in as character witness to manafort fraud trial,8733
11361,0,quiet riot speaks out against nation's poor metal health care,12488
4122,1,report: 23% of population just sort of like that,2841
12591,1,area bus driver would prefer not to say 'you're welcome' for thousandth time today,7537
12471,0,argument about capital of australia occurs 10 feet from encyclopedia,7470
11944,0,breaking: 'the onion' in kill range of boston bomber suspect,12710
6583,0,jogger horrified by discovery of own gruesome body,4152
3550,0,nation's sleep experts recommend cutting down on strobe light before bedtime,9501
185,0,wedding experts say engagement ring should cost at least three diamond miners' lives,695
11437,0,hardee's introduces shame curtains for customers to eat behind,12518
10449,0,corn lobby tightens the screws,6337
1152,2,mccain refusing to tell voters what's in box unless elected,1227
2597,0,god proclaims raspberries 'now even more berrilicious',1999
107,0,shipwreck survivors forced to endure ride home on disney cruise ship,276
9705,0,"bengal tigers' habitat down to studio apartment in jaipur, india",5929
4348,0,rat fancy magazine fails to catch on,2953
5613,1,office exiles menstruating hr manager,3637
6116,1,"shit, friend just said something to obnoxious drunk guy on bus",3906
7638,2,"baby-faced, muscular jimmy carter tells democratic convention the future of medicine is bright",4778
9554,0,man wondering if there might be some sort of website featuring footage of sexual acts one may view for purposes of self-gratification,5845
13290,0,convenience store employee given generous holiday bonus shift,13224
6518,1,man still worried parents of ex-girlfriend from 7 years ago hate him,4117
974,1,3-day waiting period leads to far more feasible murder plot,1137
3984,2,a&e biography host peter graves comes out in ellen-inspired ratings grab,2767
168,0,mother ferries 4 more shirt options back to son in gap dressing room,8182
7022,2,weird debate viewer using tonight to inform herself about candidates' policy stances,10822
12806,1,study: 63% of all human speech occurs under breath,7661
2612,1,weak-willed coward changes opinion after learning he was wrong,9134
5288,1,driving instructor has own gas pedal in case student total pussy,10144
3509,2,"mueller: 'well, we got the liar. probe's over'",2490
13228,2,ferguson decision reaffirms right of police to use deadly force when they feel sufficiently inclined,13202
12961,1,report: typical city bus contains no fewer than four erections at any given time,7742
6164,1,veteran kind of surprised killing all those people didn't give him even a little ptsd,3935
3302,1,area man could have made same meal at home but worse,2384
13443,1,study: majority of time machine owners use device primarily to get couple more hours of sleep,8016
11799,1,local senior keeps busy with obituary-clipping hobby,7084
4742,2,"bloated, rotund bernie sanders reveals he has finished drinking all of flint's water supply",115
2361,1,woman masturbates to concept of commitment,1863
4643,0,hypochondriac convinced patient has cancer,3119
6754,0,olive garden voted best italian restaurant in annual 'milwaukee magazine' awards,4258
11638,1,older cafeteria monitor not a teacher or parent or anything,12589
8922,0,kid with cancer hopes to realize dream of meeting competent oncologist,11539
4078,2,"breaking: situation worsens in venezuela, bolivia, u.s., japan, mexico, iraq, spain",2819
5908,2,chinese man worried you can't have respectful debate about how amazing government is anymore,10401
5521,2,congress passes antisocial insecurity act,10244
11685,2,candidate turns to focus group for position on rape,12606
7495,2,u.n. secretary general assumes someone already doing something about uighur internment camps,4699
5921,2,obamas decide to stay in white house until daughters finish high school,3802
9962,0,study finds man starting 'analyze this' during flight to boston currently happiest person in america,6068
5429,2,east st. louis rated number-one city in america by 'poverty magazine',3536
5971,2,nation admits they only care about freedom of speech for imparting information about 'star wars' shit,3825
11047,2,area man unsure if he's supposed to want hugo chavez to die or not,6642
9601,1,exhilarated woman discovers last person who used jigsaw puzzle left lots of pieces sticking together,11791
2494,1,man worried experiences of cancun trip far too complex to be conveyed through single keychain,1946
9895,2,crowd outside white house hoping to catch glimpse of president naked,11907
5940,1,unclear if shirtless man in black-and-white film once considered attractive,10412
10422,0,world wildlife fund now just trying to get few nice photos of every species for posterity,12117
4366,0,ex-sniper shot dead after surviving years in harrowing united states,9802
12110,2,seating chart revised to put problem senators up front,7269
6511,1,new pub to cater to needs of irish,10646
13305,0,teen publication takes bold anti-peer-pressure stance,7929
11946,1,woman getting stood up on first date got all drunk for nothing,7166
11576,1,"parents sit down with child for 'sex, lies, and videotape' talk",6963
9589,1,changing channel on local bar's tv more of a process than area man anticipated,5867
7613,1,intricacies of meal plan discussed,4761
511,2,bush extremely proud of new suit,882
5460,2,trump announces plan to replace food stamps with new low-income foraging program,557
7696,0,turkey sandwich given locally relevant name,11066
1103,2,gina haspel recalls having to torture more prisoners than male colleagues to prove herself,1207
7304,1,area doctor: 'mylanta',10925
12854,0,man dying from cancer spends last good day on phone with insurance company,7684
6435,0,soybean pissed after learning trade war means trip to china canceled,10619
4133,1,frustrated sycophant can't figure out what boss wants to hear,9702
10854,2,john kelly suspects jared kushner of being illegal immigrant after observing he has no skills,6538
4812,2,george r.r. martin promises fans 'the winds of winter' is nearly started,3211
5600,1,panicked oyster praying that lump it feels forming only a pearl,3630
2063,0,supreme court rules in favor of most buck-wild pride parade nation's ever seen,1708
13339,0,area larva celebrates ascent to adulthood with bar moltzvah,13242
857,0,quake claims 500 hours,8458
981,1,adolescent girl reaching age where she starts exploring stepfather's body,1140
4714,1,great books of western civilization used to accent den,3162
10191,2,ari fleischer replaced by toby keith,6207
5805,2,congressman knows regular lobbyist's order without even having to be told,3730
3805,1,"deceitful woman deviously alters appearance to give illusion of youth, fertility",2660
1863,2,seymour hersh uncovers new thing too sad to think about,8848
1302,2,panicking mark zuckerberg holds press conference explicitly welcoming armenian genocide deniers to facebook,1307
3648,2,congress continues debate over whether or not nation should be economically ruined,2567
2798,1,hero of the common man talks to plumber for entire time he's in house,9190
4109,1,cool 'cybergranny' needs machines to help her live,2834
12847,1,study finds high school students retain only one-third of obsolete curriculum over summer,13052
3393,1,baby doesn't realize it's a white supremacist yet,9429
2863,0,police find adorable little skeleton,2151
6505,0,"researchers say that first warning sign of alcoholism generally driving over curb, plowing through fire hydrant, and crashing into aquarium",10643
5989,2,trump complains about overly complicated controls needed to operate modern-day doors,3835
13280,2,academy to give runners-up detailed progress reports outlining where stars can improve,13220
6042,0,mit scientists perfect $30 million love tester,10456
8094,0,2014 olympics to be held in 19th century,11209
3108,2,federal government to be run by cheaper mexican officials,9326
8035,1,woman walking alone at night picks up pace after spotting truck full of alabama lawmakers slowly following her,5004
11012,0,lawn mower injured in rand paul attack returns to work,6626
3537,2,bianchi introduces new bike for blocking commuters on subway during rush hour,9495
1913,1,study: owning a boat not worth it,1627
7321,0,prestigious university touts racial diversity of dining hall staff,13442
4163,2,u.s. military defends controversial decision to test kilauea volcano on hawaiian civilians,9714
1936,0,"new yorker article unread in brooklyn, queens, bronx, staten island",13372
8090,2,political scientists reassure americans that stripping minorities of citizenship usually where descent into fascism peters out,358
2484,1,nation's tall asked to stand in back,138
972,1,area mom raving about phoenix airport,8491
4243,2,orrin hatch mistakenly left dangling in bondage-fetish dungeon,9748
4333,0,nerf introduces line of real guns,382
5628,0,tai chi practitioner really slowly dislocates knee,10283
7788,1,woman who started sentence with 'oh my god' really needs to stick landing,4857
11855,1,"hugging up 76,000 percent",12676
1555,2,backpedaling trump claims eldest son would probably be fine doing 5 to 10 years in prison,1439
3752,0,"abortion doctor's murder sparks waves of calm, rational discussion",9569
644,1,8-year-old can already tell image of dad puking stuck in memory forever,946
8935,0,report: 80% of subway track repairmen run over each day,5498
7882,2,nation suddenly feels old after seeing nick-at-nite lineup,4916
1131,0,killer swears girl was in two pieces when he left her,8556
2465,2,jawa appointed secretary of transportation,1932
3254,1,study finds having it all leading indicator that everything will come crashing down,2352
4871,2,u.n. secretary general staring straight at israeli ambassador while describing horrors of apartheid in nelson mandela speech,3236
3533,2,giddy thom yorke goes to bed early to make grammy day get here sooner,9493
8299,0,"'humanity deserves to live in darkness,' onion social algorithm cries out before bursting into bright light, disappearing from earthly realm",11287
5930,2,cnn to get all information from in-house channel 'cnn-cnn',3807
2472,0,man who jumped motorcycle onto hijacked bullet train never thought he'd see stories like his being told by hollywood,1936
12617,0,"nasa receives info on jupiter's large helium deposits from juno probe's squeaky, high-pitched transmission",12961
6585,0,captain asks stranger to keep eye on destroyer while he runs to bathroom,4154
2212,2,senator forms subcommittee for the watching of lost,8988
3354,1,man embarrassed thinking about every opinion he's ever articulated,2416
6010,0,beautiful nurse gives teen enema,10442
10072,1,heat wave doesn't bother local contrarian,6139
347,2,wayne lapierre goes on harpooning spree to prove some sort of point,785
11292,1,disney world mascot could use a fucking vacation himself,6789
13471,2,pence tells emotional story of longtime friend who was aborted after second trimester,8036
517,1,stupid 16-year-old completely wasting adderall prescription on mental health,8315
12463,0,report: retailers pull in $5 billion annually from women coming off street to avoid harassment,12902
9237,2,raytheon employee going to be pissed if bonus just missile again,5668
2906,1,pregame foolishly squandered on actually planning out evening,2172
2902,2,mueller poses as fox news host to coax rudy giuliani into giving him testimony on trump,2169
11016,2,john kerry scrambles to stop bunker's self-destruct sequence as russian oligarch taunts him from bank of monitors,6628
6298,1,report: there probably not the best place to stand,4009
6882,0,rash of high-speed chases threatens local fruit stand,4340
569,1,everyone unaware how much freshman doing keg stand secretly misses his parents,910
10314,0,apartment listing sweetens the pot with offer to sell current tenant's 9-year-old furniture,6268
3176,1,man happy to set up job interview for fraternity brother he once forced to drink own piss,2309
4950,2,george h.w. bush's casket completes log flume journey to u.s. capitol,10033
3441,1,woman hopes husband doesn't notice she lost wedding ring finger over weekend,9449
10945,1,unpaid internship a really great experience for local company,6591
7084,1,area man unsure whether he's on right bus for most of trip,4458
12689,2,jerry sandusky hoping judge takes it easy on him with sentencing,7597
3227,1,"man who just bought mayan headdress, 4 crates of corn pretty sure you'll be looking like the fool when apocalypse happens",9370
12931,0,"detroit unveils new half-ton, 400 horsepower motown singer",13084
12009,1,affable detective with healthy personal life hasn't solved case in months,12730
7418,2,'must-see tv' now enforced by law,4652
10218,1,man purchasing pair of red pants better be ready to put up or shut up,6218
13066,0,redbox debuts new touchscreen in back of kiosk for pornographic features,442
5173,1,woman didn't know progress on toxic masculinity would turn boyfriend into such a weepy little pansy,3415
3821,1,child abuse: how much is too much?,9591
9937,2,executive on hot streak with 2 straight logical decisions,11927
6041,0,world's supermodels form hall of justice to protect ordinary models,10455
3993,0,report: 79% of minority suspects receive miranda rights while unconscious,9649
6635,2,hasbro pledges additional 30 marbles for hippo-hunger relief,10694
9369,0,thank-you note passive-aggressive,5744
832,2,gop voters: 'can we see what it looks like with huntsman and perry again?',1054
9865,0,delta plane jettisons dozens of comfort animals midflight following policy changes,11896
5733,2,trump reassures struggling farmers he has never seen one of them and cannot be sure they even exist,3699
607,2,robert mueller begins thirteenth day undercover as white house janitor,929
10717,2,cubans: new dictator doing it all wrong,6468
1643,0,millions of plants sent from nation's garden departments to their deaths,8767
2297,2,affable anti-semite thinks the jews are doing super job with the media,1829
6283,0,nasa administrator announces he will open his body up to sexual tourism,10551
7784,1,doctor advises man with healthy blood pressure to really fucking let it rip,11101
2615,1,real-life grinch celebrates 'hanukkah',2011
578,1,woman probably just made up rape story in order to get threatening emails,913
12709,1,obese man has amazing calves,7611
8156,0,new software yellows neglected digital photos over time,11231
6172,1,2-year-old unaware he's basis for 6 couples' decisions not to have kids,10510
3723,1,new roommate excited to bring robust puttering experience to apartment,2606
7900,1,boyfriend can really envision losing his sense of self long-term with this one,4928
4317,2,priebus grateful he had so little dignity to begin with,9783
10910,2,sources: you don't want to know what currently happening to saudi arabian woman,6564
11024,1,"this hotel a goddamn maze, reports father",12366
5889,0,"half of nation outraged at new, not-yet-released michael moore film",6
13124,2,trump vows to bring back ohio town's white castle,7835
10932,1,every driver in roundabout just winging it,6583
5093,0,historical archives: humor in shackles,3361
5260,1,bouncer instructed not to let people like himself in,10135
6486,0,shirtless lifeguard investigates paranormal phenomena,10638
1927,1,man spends long day at work waiting to go home and be lonely,1635
983,2,senate committee links child poverty to lack of child jobs,1141
3081,0,climate scientists confirm there's still time to blow up the earth,359
2703,1,man trying to remember how that music they used to play before hbo movies went,2070
4672,0,'perfect' birthday card discovered in local mall,3134
8315,0,"house chaplain delivers soulful prayer for god to save weak-ass, flip-flopping speakers who wound up looking like dipshits in front of everyone",5160
11626,2,justice stevens retires to spend more time dying in front of family,6990
4889,0,fog machine heightens drama at children's piano recital,3243
3039,1,website's built-in search engine just pathetic,2242
1631,1,friend who's into politics makes you feel stupid again,1474
9410,0,millions of gallons of oil spill into washington from ruptured rex tillerson,11711
5114,2,"american muslims to fort hood shooter: 'thanks a lot, asshole'",10081
4921,1,report: a lot of people's dream is to have sex with a ghost,3259
6328,1,tsa guy circling stuff on boarding pass with reckless abandon,4020
10245,0,sudden resurfacing of file called 'lyrics.doc' a chilling reminder of life thought left behind,12046
1147,2,hate-crime bill stalled by pro-hate lobby,8566
5355,2,abc cancels acting with the stars,3500
3803,0,fruit of islam cause man to soil fruit of looms,2658
8878,2,"straight, gay service members looking forward to asking, telling come september",11524
960,1,man who stopped dieting already seeing results,1130
2283,1,ex-boyfriend just thought he'd check in and throw entire day off,1819
12457,2,supreme court justices keep citing cases roberts and alito are too young to remember,7461
6668,1,guy eating pistachios and watching 'sniper' doesn't seem to be part of haunted house,10704
8561,0,man not belonging to movie's target demographic escorted from theater by hollywood officials,11386
11771,2,presumptuous congressional freshman thinks she can just come in and represent constituents,12642
11754,1,teen runaway starts new high-paying career,7064
6845,2,"mike pence criticizes venezuela's use of torture, starvation on non-homosexual citizens",4318
3148,1,pigeon's route accommodated,9342
7440,0,more realistic meat substitute made from soy raised in brutally cruel conditions,4669
3392,1,cell phone stuck in 2-year contract with local man,9428
8904,2,"trump struck by beautiful vision of what america could be while looking out over seething, screaming arizona crowd",5476
4867,1,tooth fairy helps self to more teeth,13409
10022,2,congress passes natural disaster digital-enhancement funding,11962
2350,2,"zach braff, alyssa milano call out trump for far more effectively pivoting to politics to save floundering career",1856
3123,0,john ashcroft frolics in secret vault of winnie-the-pooh toys,2282
9793,0,nation's legislators resume unfettered whoring,11865
6296,2,white house staff reminded to place lids firmly on trash cans after steve bannon gets into garbage again,4008
10595,2,national archives clearly stored constitution in three-ring binder,6401
12778,2,"atm flees to mexico with $50,000",13531
11775,1,man trying to enter conversation spends few minutes smiling and nodding at edge of circle,12645
2248,0,god starting to worry heaven may be haunted,386
1914,1,porn video with unfamiliar acronym in title deemed too risky to click on,1628
8806,0,ipod flaunted,11491
11971,2,sanders campaign headquarters smashed up by gang of pinkerton union busters,12718
12913,1,coke party takes a couple minutes to get going,7718
6097,2,mississippi bans soft drinks smaller than 20 ounces,10480
6645,2,"stock market 'best since 1928,' say investors",13589
2544,2,national filmstrip board calls for quiet,9101
9641,1,poll: 100% of grandsons talented,11811
5023,2,missing girl elected to aruban parliament,10058
2325,0,"sadly, gift certificate to loews cinemas perfect gift for area man",1842
3526,0,religious pamphlet sat on,2497
3168,0,vigilante judge takes law into own hands,201
7401,2,"failing memory fuses robert wuhl, kevin pollack into single entity",10955
6047,2,"'could've been me,' grumbles merrick garland watching gorsuch hearings at bar with fellow highway maintenance workers",3868
8127,0,neighbors remember serial killer as serial killer,5054
9637,2,u.s. worried about living up to netanyahu campaign promises,5889
3876,1,"dad just wants nice, simple xbox one for checking email",2702
13289,2,"nation curious after discovering mysterious, eccentric benefactor paid off country's debt in full",7922
1431,0,nasa issues formal apology for 1969 genocide of moon natives,331
5935,1,area man having one of his little bursts of energy where he tries to write a song,3808
618,2,trump dismisses concerns over white house chaos after pack of feral dogs takes over 4th west wing room,935
2191,0,dream team wins small soft drink,1774
6788,2,maybelline announces it will stop testing new products on unsuspecting customers in the middle of the night,10741
1273,2,"johnny depp now physically unable to walk unless whimsically teeter-tottering across rolling log, wobbly plank, or swaying beam",8611
11338,2,$5 million bounty placed on recession,12478
715,0,study finds flushing toilets wastes billions of gallons of piss and shit annually,989
8841,1,gay kid excited to be made fun of for second thing,5443
8510,0,emotionally abusive social media site continuously manipulating woman into staying,11370
11630,1,family worried where grandma going with conversation on low-income housing,6993
9260,0,nude model suspects she's posing for civics class,11659
9486,2,romney campaign reboots for 72nd consecutive week,5806
9920,2,iranian team openly working on bomb in negotiating room,11921
9814,1,no one in ballet audience realizes how bad dancers smell,11872
10922,1,mother can't believe 10-year-old has already outgrown mobility scooter,6574
4513,1,report: massive hypocrisy just flat-out gets the job done,3052
9590,2,sweeping new labor reforms allow foxconn employees to work in inhumane conditions from home,11785
628,2,husband chooses car based on lowest passenger-side impact rating,8365
7348,0,aquarium touch tank lets kids pet water in natural environment,4615
5033,2,clinton sold,3321
5808,0,biologists discover billions of missing bees living anonymously in sacramento,10366
10272,2,abc reannounces cancellation of 'mr. sunshine' just to destroy matthew perry a little more,6246
9923,1,area man probably pervert,6048
5016,2,disney rehires director james gunn as part of company-wide push towards embracing pedophilia,3311
6428,0,depleted bruegger's bagels gift card living out quiet retirement in wallet's fourth row,10614
7096,2,fox news channel adds laugh track,10850
10338,0,'game of thrones' season 3 opens with every character getting fingered while discussing arrival of winter,13490
248,1,caterpillar in pupal stage for past 3 months going to be pissed if it turns out to be moth,8210
5597,0,mall pastry shop takes oscar for best cinnabontography,3628
10355,0,2-hour meeting spent thinking up hashtag absolutely nobody on planet earth will ever use,12086
1398,0,parenting experts warn screen time greatly increases risk of child becoming an influencer,1356
8032,1,decaying city just wants to skip to part where it gets revitalized restaurant scene,5002
10592,1,man in break room can still hear time clock ticking loudly,12194
9519,1,ice in urinal just cherry on top for man who came to club to drink piss,5823
12610,2,new york city announces subway just for amazon employees now,12957
9242,1,man excited to give visiting friends the real fort wayne experience,5670
4628,1,area man gets terrible creative juices flowing,3112
4329,1,drought bad,182
10336,0,study: 90% of bike accidents preventable by buying car like a normal person,12080
4879,1,area mom off thinking about princess diana again,10004
469,0,atheist swayed by claymation story of christ,855
8825,2,"nyc mayor: 'reconcile yourselves with your god, for all will perish in the tempest'",11498
7876,2,logan paul: 'i didn't realize people who commit suicide kill themselves',4912
4117,2,poll: 85% of americans would like to see candidates compete in funny obstacle course,13396
2249,1,cool dentist doesn't give a shit about patients' flossing,1800
11714,1,"girlfriend's birthday weekend a nightmarish, labyrinthian journey through her darkest, most depraved desires",12621
8910,0,hydra decides to see doctor about painful ingrown head,5482
8506,0,mortgage market collapse threatens nation's banner ad industry,11368
2536,0,megachurch threatened by new ultrachurch,1968
8489,2,ron paul supporter likes the way paul tells it like it has no chance of being,11360
7817,0,christ sues catholic church for unlicensed use of his image,11112
7491,1,middle-aged cat can't begin to compete with adorable kittens on internet,4697
8006,0,'game of thrones' fans annoyed by obvious product placement for valyrian steel,4987
7412,1,big wrench cool,4650
1024,2,bush hopes recession doesn't affect sales of his memoirs,1159
3341,0,guinea pig returned for store credit,9405
6310,2,henry rollins laboriously explains why buying organic is punk rock,10565
1332,0,man getting futon all dolled up for craigslist photo shoot,1325
5639,0,god regrets never creating any two-headed snake creatures,10288
8296,1,new bar to feature 'sports' theme,11285
7675,1,"freak totally has the hots for you, popular-girl sources report",4796
11306,2,new clinton memoir: 'we all made mistakes but you made most of them',6796
9488,1,local brother-in-law heard you can make shitload of money doing that,5808
7985,1,city planner gets halfway through designing city before realizing he's just doing philadelphia again,13453
1589,0,american medical association introduces new highly effective placebo doctors,1455
8770,2,"'fear not—she means you no harm,' says elizabeth warren, revealing docile hillary clinton to crowd",5410
551,0,landlord promises to figure out why leaky ceiling not his fault,8333
4037,0,office manager unveils new rule,2800
4467,1,report: there an adult superstore off exit 16,9836
12718,2,hussein court shocked by ironclad alibi,7616
10614,1,no one at porn site responding to area man's bad link report,12203
13085,2,"defiant milosevic eats big, sloppy sandwich during trial",7815
6948,2,mike pompeo defects to north korea after learning about kim jong-un's torture program,4378
2049,1,milk rushing through jug handle having the time of its life,8921
10420,0,'diary of anne frank' found in attic,12116
11176,2,lyndon johnson jr. sworn in as george editor,6716
5246,0,department of the interior sets aside two million acres for car commercials,10128
5816,2,lingerie-wearing boehner: 'we still have a very pretty speaker of the house',3736
3073,2,"u.s. anachronism at 'all time high,' says truman",2261
12402,2,barry white de-euphemized,7429
6291,0,self-destructing onion social algorithm delivers stirring monologue about folly of mankind's hubris,4005
3057,2,tearful biden carefully takes down blacklight poster of topless barbarian chick from office wall,9302
10719,0,stars of canceled show terrified fans will raise money for movie,12242
3316,1,report: it too soon to glance back at attractive person,2394
1075,0,"single-parent families get 'a' rating ,from drug kingpin",1185
2610,1,struggling lower-class still unsure how best to fuck selves with vote,2007
10090,2,birthday card for david axelrod circling around afghan war meeting,193
1657,2,audience calls candidates back on stage for debate encore,8770
8983,2,visa calls indians to confirm they actually did intend to take on more salary,5525
322,1,guy in suit handling newspaper like a pro,771
1637,0,"riotous, chanting iowa state fair crowd gathers for annual deep-frying of virgin",1478
2332,0,champagne company develops new second-place beverage,1846
5822,0,lazy wildlife rescuer lets oily pelicans pile up in sink for 5 days,3740
7224,2,labor secretary letting 8 million unemployed americans crash at his place until they get back on their feet,10899
13396,0,series of grave errors results in jeff and kim's 5th anniversary,7986
1270,1,new hampshire returns to obscurity,405
12737,1,laptop guy at coffee shop nine times out of ten,13005
5581,0,overfunded public school forced to add jazz band,10265
5142,2,republicans introduce economic equality bill for fun of shooting it down,10088
9264,0,new census study finds that 40% of u.s. population is filler,11663
10411,1,area man demands more starches,6317
10930,0,praying mantis hesitantly agrees to try girlfriend's sexual fantasy of eating his head during intercourse,6581
1578,2,ted cruz's wife shudders after noticing twin beds pushed together,1447
13164,2,poll: 89% of illegal immigrants would prefer path to corporate status,342
12467,2,director's commentary for one night at mccool's trails off after 20 minutes,7468
238,1,local oafs to spawn,727
7292,1,all the cheapest items on wedding registry already purchased,4577
2741,2,oscars audience shrugging uproariously during jimmy kimmel's opening monologue,9168
2923,1,cia to shift focus to greeting cards,9250
5390,1,diners slightly unnerved that waitress didn't write down order,3516
10446,0,god shuts down andromeda galaxy,12125
7536,2,shadow government attracts shadow protesters,11005
11925,1,gratitude for thank-you note plunges friends into inescapable appreciation spiral,7156
13162,0,merger of advertising giants brings together largest collection of people with no discernible skills,7851
5364,0,grandma jumps into buick for emergency birdseed run,10178
3531,2,archangels already sick of cardinal o'connor telling them how they do it in new york,9491
1386,1,report: friend's apartment not nice enough to be asking people to take off shoes,1348
111,0,officials warn consumers of counterfeit tickets ahead of solar eclipse,660
1656,0,man turns vegetarian for 36 hours,1492
8005,1,sports section tragically missing,11173
12314,0,ben carson slowly floats away from earth,12848
8305,2,weary nation says one or two more divisive issues should finish it off,5154
4581,0,"loss of cat child's first real experience with death, killing",9885
12888,0,real estate insiders to keep close eye on newborn sired by 3-time re/max sales champion,13065
2984,1,gay comptroller tired of being referred to as 'that gay comptroller',9277
3582,2,"'wait, mr. bezos, you forgot your tax subsidy!' says andrew cuomo running behind limo",2524
6167,0,american torturing jobs increasingly outsourced,10508
8960,0,celebrity killed in mid-air 747 collision,11556
8700,0,"strange, nightmarish incident results in man waking up as giant kafka",5374
4789,0,bath & body works scientists destroy experimental scent unfit for mankind,3198
9331,2,kerry downs another vodka shot as the last of putin's security detail passes out,5717
5875,1,report: average american worker replaced within 10 minutes of taking vacation,10388
11142,1,weird man begins every morning by dousing his naked body in water,12411
8109,0,taylor swift inspires teen to come out as straight woman needing to be at center of gay rights narrative,11217
366,0,google's 9/11 homepage design stirs controversy,8259
7439,2,celebrity smell-alike sweats just like alec baldwin,10967
7551,2,congress launches national congress-awareness week,40
10266,0,new movie taps into nation's love of rapping kangaroos,12054
11334,1,woman doomed to years of hippo-themed gifts,6816
6106,0,obama's embarrassing ska album resurfaces,10483
